"RivalsRank" "School" "Total" "5-Star" "4-Star" "3-Star" "AvgStar" "Points" "Year"
"58" "Iowa State" 25 0 1 12 2.56 1245 2013
"58" "Iowa State" 25 0 2 9 2.52 277 2005
"58" "Kansas" 22 0 1 10 2.45 1005 2002
"58" "Kansas State" 21 0 1 14 2.76 580 2012
"58" "Marshall" 22 0 3 8 2.64 1245 2013
"58" "Middle Tennessee" 30 0 0 5 2.17 1005 2003
"58" "Nebraska" 20 0 2 11 2.55 1109 2004
"58" "Northwestern" 18 0 1 10 2.67 471 2009
"58" "Pittsburgh" 20 0 2 10 2.7 385 2011
"58" "South Florida" 27 1 0 10 2.48 381 2007
"58" "Southern Miss" 28 0 0 8 2.29 326 2006
"58" "Wake Forest" 17 0 0 8 2.47 314 2008
"58" "Wake Forest" 23 0 0 16 2.7 1245 2013
"59" "Baylor" 20 0 1 5 2.35 264 2005
"59" "Cincinnati" 22 0 1 10 2.55 490 2010
"59" "Houston" 24 0 1 16 2.75 531 2012
"59" "Indiana" 19 0 0 13 2.68 455 2009
"59" "Indiana" 21 0 1 12 2.67 384 2011
"59" "Indiana" 26 0 0 8 2.31 990 2003
"59" "Louisville" 23 0 2 5 2.39 970 2002
"59" "North Carolina State" 18 1 3 7 2.89 1097 2004
"59" "Purdue" 19 0 1 11 2.68 371 2007
"59" "South Florida" 28 0 1 8 2.36 315 2006
"59" "Utah" 24 0 1 5 2.29 264 2005
"6" "Auburn" 33 1 11 16 3.21 2296 2002
"6" "Florida State" 19 3 10 5 3.79 2263 2012
"6" "Georgia" 19 1 14 4 3.84 2179 2009
"6" "Georgia" 25 2 8 13 3.4 1947 2003
"6" "LSU" 22 3 9 9 3.64 2224 2011
"6" "LSU" 26 2 15 9 3.73 2643 2013
"6" "LSU" 29 1 15 13 3.59 2255 2010
"6" "Miami (FL)" 28 3 10 9 3.36 2329 2004
"6" "Michigan" 23 1 10 11 3.48 1995 2005
"6" "Oklahoma" 21 3 12 5 3.81 2422 2008
"6" "Penn State" 24 1 14 8 3.63 2241 2006
"6" "South Carolina" 31 1 14 13 3.42 2190 2007
"60" "Cincinnati" 25 0 2 8 2.48 430 2009
"60" "Iowa State" 25 0 1 9 2.44 343 2007
"60" "Iowa State" 28 0 2 16 2.71 472 2010
"60" "Kansas State" 16 0 4 8 3 989 2003
"60" "Memphis" 24 0 2 4 2.33 965 2002
"60" "Northwestern" 21 0 2 12 2.76 525 2012
"60" "San Diego State" 23 0 0 13 2.57 365 2011
"60" "TCU" 18 0 0 10 2.56 299 2006
"60" "Utah" 15 0 1 9 2.73 297 2008
"60" "Wisconsin" 23 0 1 9 2.48 1092 2004
"61" "Brigham Young" 15 0 2 9 2.87 514 2012
"61" "Clemson" 27 0 1 7 2.33 1085 2004
"61" "Colorado State" 27 0 1 2 2.15 945 2002
"61" "Houston" 25 0 1 11 2.52 378 2009
"61" "Kentucky" 24 0 1 21 2.96 357 2011
"61" "Minnesota" 19 0 0 14 2.74 1215 2013
"61" "Minnesota" 22 0 0 9 2.23 297 2006
"61" "South Florida" 28 0 0 5 2.18 985 2003
"61" "Tulsa" 22 0 0 7 2.32 262 2005
"61" "UCF" 29 0 1 7 2.31 298 2007
"61" "Vanderbilt" 24 0 1 17 2.79 469 2010
"61" "Virginia" 18 0 1 7 2.5 284 2008
"62" "Baylor" 25 0 1 7 2.12 940 2002
"62" "Boise State" 22 0 0 13 2.59 1200 2013
"62" "Brigham Young" 19 0 1 9 2.58 325 2011
"62" "Georgia Tech" 19 0 0 7 2.37 255 2005
"62" "Iowa State" 24 0 1 6 2.33 281 2008
"62" "Kent State" 23 0 1 5 2.22 357 2009
"62" "Kentucky" 26 0 1 21 2.88 504 2012
"62" "Oklahoma State" 19 0 3 7 2.68 1066 2004
"62" "South Florida" 20 0 2 13 2.85 464 2010
"62" "Southern Methodist" 23 0 0 10 2.43 980 2003
"62" "Vanderbilt" 25 0 0 6 2.24 292 2006
"62" "Washington State" 27 0 1 14 2.44 280 2007
"63" "Boston College" 16 0 2 8 2.75 468 2012
"63" "Brigham Young" 16 0 1 3 2.31 254 2005
"63" "Georgia Tech" 16 0 3 8 2.88 920 2002
"63" "Iowa" 19 0 2 5 2.47 343 2009
"63" "Iowa State" 30 0 0 15 2.5 285 2006
"63" "Kansas State" 17 0 2 12 2.94 458 2010
"63" "Kentucky" 21 0 1 8 2.48 965 2003
"63" "Purdue" 26 0 1 10 2.38 278 2008
"63" "San Diego State" 22 0 0 8 2.27 279 2007
"63" "South Florida" 21 0 1 16 2.86 322 2011
"63" "Stanford" 12 0 4 8 3.33 1176 2013
"63" "West Virginia" 24 0 2 7 2.38 1061 2004
"64" "Akron" 24 0 0 4 2.17 265 2006
"64" "Baylor" 29 0 1 12 2.34 274 2007
"64" "Boise State" 16 0 1 5 2.44 235 2005
"64" "California" 21 0 3 3 2.43 910 2002
"64" "Colorado State" 27 0 0 11 2.41 310 2011
"64" "Connecticut" 25 0 0 12 2.48 1155 2013
"64" "Illinois" 19 0 0 14 2.74 459 2012
"64" "Middle Tennessee" 25 0 1 6 2.32 272 2008
"64" "Rutgers" 24 0 2 14 2.75 454 2010
"64" "UAB" 30 0 0 2 2.07 940 2003
"64" "Virginia" 19 0 3 8 2.74 1059 2004
"64" "Wake Forest" 23 0 0 11 2.48 331 2009
"65" "Arkansas State" 29 0 1 0 2.07 930 2003
"65" "Brigham Young" 28 0 0 8 2.29 1040 2004
"65" "Connecticut" 29 0 1 5 2.24 272 2007
"65" "Duke" 17 0 0 7 2.41 241 2008
"65" "Fresno State" 29 0 0 10 2.34 1110 2013
"65" "Hawaii" 28 0 0 11 2.39 404 2010
"65" "Kansas State" 19 0 2 9 2.72 1110 2013
"65" "Memphis" 29 0 0 17 2.59 309 2011
"65" "Middle Tennessee" 25 0 2 5 1.96 890 2002
"65" "Northwestern" 22 0 1 6 2.27 890 2002
"65" "Syracuse" 21 0 0 13 2.62 437 2012
"65" "UAB" 24 0 1 11 2.54 262 2006
"65" "UAB" 28 0 0 13 2.18 317 2009
"65" "Wake Forest" 19 0 0 5 2.26 221 2005
"65" "Western Michigan" 25 0 1 1 2.12 241 2008
"66" "Colorado" 22 0 0 15 2.68 399 2010
"66" "Indiana" 25 0 0 18 2.72 436 2012
"66" "Marshall" 26 0 0 8 2.15 271 2007
"66" "Marshall" 30 0 0 4 2.13 240 2006
"66" "Michigan State" 19 0 1 10 2.63 925 2003
"66" "San Diego State" 23 0 2 5 2.39 1033 2004
"66" "Toledo" 20 0 1 7 2.45 298 2011
"66" "UCF" 24 0 1 8 2.42 315 2009
"66" "Washington" 13 0 2 3 2.54 216 2005
"67" "Brigham Young" 26 0 0 5 2.19 228 2006
"67" "Cincinnati" 24 0 0 6 2.25 230 2008
"67" "Clemson" 17 0 2 10 2.82 923 2003
"67" "Colorado" 19 0 0 13 2.68 1095 2013
"67" "Duke" 20 0 0 11 2.55 1095 2013
"67" "East Carolina" 26 0 1 8 2.38 295 2011
"67" "Hawaii" 22 1 1 2 2.32 883 2002
"67" "Iowa" 21 1 1 7 2.48 1019 2004
"67" "Kentucky" 26 0 0 4 2.15 211 2005
"67" "Marshall" 21 0 1 10 2.57 427 2012
"67" "Memphis" 21 0 1 8 2.48 305 2009
"67" "Vanderbilt" 14 0 1 5 2.5 270 2007
"67" "Virginia" 18 0 1 12 2.78 392 2010
"68" "Arkansas State" 29 0 0 17 2.59 420 2012
"68" "Baylor" 29 0 0 10 2.34 226 2006
"68" "Boise State" 29 0 0 7 2.24 262 2007
"68" "Duke" 22 0 1 4 2.27 845 2002
"68" "Houston" 24 0 0 7 2.29 920 2003
"68" "Kansas State" 25 0 0 17 2.68 291 2011
"68" "Rutgers" 22 0 1 5 2.32 191 2005
"68" "Toledo" 24 0 0 5 2.13 221 2008
"68" "Toledo" 27 0 1 13 2.56 388 2010
"68" "Washington" 19 0 1 15 2.89 286 2009
"68" "Washington" 23 1 3 9 2.78 1011 2004
"69" "Akron" 24 0 1 6 2.33 281 2009
"69" "Arkansas State" 24 0 1 0 2.08 780 2002
"69" "East Carolina" 27 0 0 4 2.15 205 2006
"69" "Idaho" 25 0 0 1 2.04 780 2002
"69" "Marshall" 21 0 0 8 2.38 202 2008
"69" "Middle Tennessee" 30 0 1 3 2.17 1010 2004
"69" "Northwestern" 22 0 0 8 2.36 910 2003
"69" "Southern Methodist" 25 0 0 1 2.04 780 2002
"69" "TCU" 21 0 1 6 2.38 910 2003
"69" "Toledo" 19 0 0 6 2.32 238 2007
"69" "Toledo" 23 0 0 8 2.35 1080 2013
"69" "Troy" 33 0 0 8 2.24 202 2008
"69" "UAB" 27 0 1 3 2.19 176 2005
"69" "Wake Forest" 14 0 0 11 2.79 288 2011
"69" "Wake Forest" 19 0 0 16 2.84 409 2012
"69" "Wake Forest" 19 0 1 12 2.74 377 2010
"7" "Auburn" 24 1 13 10 3.63 2194 2011
"7" "Auburn" 30 0 13 15 3.37 2013 2007
"7" "Florida State" 21 2 10 8 3.62 2154 2009
"7" "Georgia" 24 2 13 8 3.67 2321 2008
"7" "LSU" 26 2 12 11 3.5 2219 2006
"7" "Miami (FL)" 17 2 11 3 3.82 1976 2005
"7" "Miami (FL)" 28 3 10 9 3.36 2237 2004
"7" "Michigan" 25 2 10 13 3.56 2132 2012
"7" "Mississippi" 27 3 9 15 3.56 2496 2013
"7" "North Carolina State" 28 1 6 17 3.14 1889 2003
"7" "Oklahoma" 24 3 13 8 3.79 2244 2002
"7" "Oklahoma" 29 0 16 13 3.55 2213 2010
"70" "Boise State" 18 0 0 3 2.17 180 2006
"70" "Boston College" 17 0 1 6 2.47 260 2009
"70" "Brigham Young" 29 0 1 7 2.31 1065 2013
"70" "Cincinnati" 20 0 0 12 2.6 1065 2013
"70" "East Carolina" 26 0 0 4 2.15 211 2007
"70" "Illinois" 21 0 1 11 2.62 367 2010
"70" "Illinois" 24 0 1 5 2.29 980 2004
"70" "Southern Methodist" 22 0 0 7 2.32 1065 2013
"70" "Southern Miss" 27 0 1 12 2.52 407 2012
"70" "Troy" 32 0 1 1 2.09 158 2005
"70" "Vanderbilt" 21 0 0 15 2.71 285 2011
"71" "Colorado State" 23 0 0 8 2.35 900 2003
"71" "Connecticut" 22 0 0 3 2.14 194 2008
"71" "Marshall" 27 0 1 8 2.37 315 2010
"71" "Memphis" 26 0 0 11 2.42 341 2012
"71" "Ohio" 21 0 0 3 1.95 170 2006
"71" "Purdue" 27 0 3 13 2.7 962 2004
"71" "UCF" 25 0 0 4 2.16 154 2005
"71" "Utah" 25 0 0 8 2.32 202 2007
"71" "Vanderbilt" 18 0 0 13 2.72 251 2009
"71" "Wyoming" 24 0 0 8 2.33 279 2011
"72" "Boise State" 21 0 0 11 2.52 238 2009
"72" "Duke" 20 0 0 10 2.5 314 2010
"72" "East Carolina" 28 0 0 5 2.18 955 2004
"72" "Hawaii" 23 0 0 7 2.3 190 2008
"72" "Indiana" 24 0 0 3 2.13 143 2005
"72" "Louisiana-Lafayette" 24 0 0 3 2.13 143 2005
"72" "Memphis" 22 0 1 5 2.32 895 2003
"72" "Minnesota" 27 0 0 19 2.7 333 2012
"72" "Nevada" 23 0 1 1 2.09 765 2002
"72" "New Mexico" 25 0 0 3 2.12 143 2005
"72" "Troy" 32 0 1 5 2.22 201 2007
"72" "UCF" 21 0 0 6 2.29 159 2006
"72" "Washington State" 27 0 1 12 2.52 274 2011
"73" "Auburn" 27 0 4 10 2.67 954 2004
"73" "East Carolina" 19 0 0 11 2.58 324 2012
"73" "Hawaii" 19 0 0 8 2.42 197 2007
"73" "Houston" 22 0 0 16 2.73 262 2011
"73" "Iowa State" 23 0 1 10 2.52 236 2009
"73" "Kent State" 30 0 0 0 2 880 2003
"73" "Memphis" 17 0 0 2 2.12 155 2006
"73" "Northwestern" 20 0 0 6 2.3 178 2008
"73" "San Diego State" 27 0 1 15 2.63 310 2010
"73" "San Jose State" 28 0 0 2 2.07 880 2003
"73" "Southern Miss" 25 0 0 7 2.29 1035 2013
"73" "Syracuse" 19 0 0 11 2.58 1035 2013
"73" "Tulsa" 21 0 0 5 2.24 760 2002
"73" "Tulsa" 21 0 1 5 2.33 1035 2013
"73" "UCF" 18 0 0 11 2.61 1035 2013
"73" "UNLV" 26 0 1 2 2.15 155 2006
"74" "Boise State" 25 0 0 0 2 755 2002
"74" "Colorado" 19 0 0 13 2.68 256 2011
"74" "Colorado" 20 0 1 8 2.5 945 2004
"74" "Fresno State" 26 0 0 7 2.27 190 2007
"74" "Kansas" 20 0 0 15 2.75 285 2012
"74" "Louisiana Tech" 19 0 0 3 1.95 172 2008
"74" "Pittsburgh" 25 0 1 6 2.08 945 2004
"74" "Purdue" 20 0 1 8 2.5 226 2009
"74" "Tulsa" 25 0 0 17 2.68 309 2010
"74" "UNLV" 23 0 1 1 2.04 755 2002
"74" "Vanderbilt" 22 0 0 3 2.14 755 2002
"75" "Akron" 26 0 0 7 2.19 180 2007
"75" "Connecticut" 21 0 1 3 2.24 215 2009
"75" "Fresno State" 19 0 0 3 2.16 137 2005
"75" "Nevada" 25 0 1 1 2.12 855 2003
"75" "Syracuse" 26 0 0 12 2.46 250 2011
"75" "Temple" 25 0 0 7 2.28 299 2010
"75" "Tulsa" 26 0 1 5 2.19 169 2008
"75" "Wake Forest" 15 0 0 6 2.4 152 2006
"75" "Western Kentucky" 13 0 0 7 2.54 259 2012
"76" "Arkansas" 30 0 3 14 2.67 938 2004
"76" "Baylor" 23 0 0 6 2.22 850 2003
"76" "Duke" 20 0 0 11 2.55 238 2011
"76" "Kent State" 22 0 1 2 2.18 163 2008
"76" "Louisiana Tech" 26 0 0 9 2.35 214 2009
"76" "Louisville" 26 0 1 8 2.31 214 2009
"76" "Miami (OH)" 23 0 0 4 2.17 154 2007
"76" "Middle Tennessee" 25 0 0 2 2.08 131 2005
"76" "Southern Methodist" 26 0 0 16 2.62 297 2010
"76" "Temple" 29 0 0 5 2.17 228 2012
"76" "Troy" 25 0 1 1 2.12 150 2006
"76" "Utah" 25 0 1 4 2.24 938 2004
"77" "Arkansas State" 27 0 0 3 2.04 143 2007
"77" "Ball State" 23 0 0 3 2.13 143 2006
"77" "Connecticut" 23 0 0 9 2.39 214 2012
"77" "Louisiana-Lafayette" 23 0 0 7 2.32 975 2013
"77" "Louisiana Tech" 29 0 0 3 2.03 143 2006
"77" "New Mexico" 25 0 0 3 2.08 835 2003
"77" "Northwestern" 17 0 0 16 2.94 281 2010
"77" "San Diego State" 21 0 0 4 2.19 154 2008
"77" "San Diego State" 23 0 0 8 2.35 975 2013
"77" "Toledo" 27 0 0 9 2.33 214 2012
"77" "Utah" 21 0 0 4 2.19 735 2002
"77" "Utah State" 25 0 0 8 2.32 191 2011
"77" "Wake Forest" 20 0 1 4 2.1 735 2002
"77" "Wyoming" 19 0 0 2 2.11 125 2005
"78" "California" 18 0 6 6 3 935 2004
"78" "Duke" 21 0 0 4 2.19 138 2007
"78" "Hawaii" 27 0 0 9 2.26 190 2011
"78" "Indiana" 20 0 0 5 2.15 152 2008
"78" "Marshall" 19 0 0 1 2.05 113 2005
"78" "Northern Illinois" 22 0 0 7 2.32 190 2011
"78" "Rice" 24 0 0 3 2.13 205 2009
"78" "Syracuse" 29 0 1 11 2.38 277 2010
"78" "Vanderbilt" 22 0 1 3 2.23 820 2003
"79" "Ball State" 26 0 0 2 2 131 2007
"79" "Bowling Green" 23 0 0 4 2.17 810 2003
"79" "Connecticut" 26 0 0 7 2.27 95 2005
"79" "East Carolina" 21 0 0 11 2.52 251 2010
"79" "FIU" 23 0 1 5 2.22 191 2009
"79" "Georgia Tech" 24 0 1 3 2.21 932 2004
"79" "Louisiana Tech" 21 0 0 7 2.35 960 2013
"79" "Nevada" 22 0 0 3 2.14 143 2008
"79" "Ohio" 19 0 0 8 2.42 197 2012
"79" "Rice" 24 0 0 3 2.13 810 2003
"79" "San Jose State" 15 0 4 1 2.6 730 2002
"79" "Southern Miss" 23 0 0 7 2.3 95 2005
"79" "Southern Miss" 24 0 0 3 2.13 810 2003
"79" "TCU" 17 0 2 3 2.41 730 2002
"79" "Temple" 27 0 0 3 1.89 135 2006
"8" "Auburn" 23 2 9 12 3.57 2384 2013
"8" "Clemson" 29 4 6 15 3.34 2173 2011
"8" "Miami (FL)" 24 2 15 6 3.75 2228 2002
"8" "Michigan" 22 1 12 8 3.59 2116 2004
"8" "Michigan" 22 1 13 6 3.59 2124 2009
"8" "Notre Dame" 18 1 12 4 3.72 1932 2007
"8" "Notre Dame" 28 2 10 15 3.46 2189 2006
"8" "South Carolina" 29 1 4 18 3 1831 2003
"8" "Texas A&M" 26 1 9 11 3.23 1839 2005
"8" "UCLA" 23 1 12 10 3.61 2105 2010
"8" "UCLA" 24 0 17 6 3.67 2384 2013
"8" "USC" 15 3 10 2 4.07 2040 2012
"8" "USC" 19 2 13 4 3.89 2312 2008
"80" "Akron" 22 0 0 4 2.18 138 2008
"80" "Buffalo" 15 0 0 2 2.13 124 2006
"80" "New Mexico" 17 0 1 5 2.41 243 2010
"80" "Southern Methodist" 26 0 1 7 2.35 190 2009
"80" "TCU" 24 0 1 11 2.54 124 2007
"80" "Tulane" 16 0 1 6 2.5 181 2012
"80" "Tulane" 22 0 0 6 2.27 945 2013
"80" "Tulsa" 26 0 0 5 2.19 925 2004
"80" "UNLV" 23 0 0 6 2.26 178 2011
"81" "Boston College" 20 1 1 11 2.8 921 2004
"81" "Buffalo" 24 0 0 0 2 725 2002
"81" "East Carolina" 21 0 0 3 2.14 135 2008
"81" "FIU" 18 0 0 2 2.11 120 2007
"81" "Indiana" 21 0 0 3 2.1 725 2002
"81" "Kent State" 21 0 0 5 2.14 214 2010
"81" "Miami (OH)" 26 0 0 6 2.23 178 2012
"81" "New Mexico" 17 0 0 7 2.41 154 2011
"81" "Northwestern" 17 0 0 4 2.24 123 2006
"81" "Southern Methodist" 26 0 0 6 2.23 90 2005
"81" "Texas State" 22 0 0 8 2.36 930 2013
"81" "UNLV" 22 0 0 8 2.36 179 2009
"81" "Western Michigan" 23 0 0 1 2.04 725 2002
"81" "Wyoming" 22 0 1 0 2.09 725 2002
"82" "Boise State" 10 0 1 6 2.8 203 2010
"82" "Colorado State" 24 0 0 7 2.29 915 2013
"82" "Fresno State" 17 0 1 3 2.29 167 2009
"82" "Kent State" 18 0 0 1 2.06 153 2011
"82" "Nevada" 23 0 0 7 2.3 169 2012
"82" "New Mexico State" 21 0 0 2 2.1 117 2007
"82" "Rice" 18 0 0 1 2.06 108 2006
"82" "Rutgers" 23 0 1 6 2.26 920 2004
"82" "Temple" 26 0 0 2 2.08 131 2008
"82" "Troy" 25 0 0 2 2.08 805 2003
"82" "UNLV" 29 0 0 5 2.17 85 2005
"83" "Akron" 23 0 0 4 2.17 80 2005
"83" "Bowling Green" 23 0 0 3 2.13 900 2013
"83" "Brigham Young" 23 0 1 10 2.52 119 2008
"83" "Colorado State" 27 0 0 4 2.15 915 2004
"83" "Connecticut" 20 0 0 9 2.45 202 2010
"83" "Fresno State" 20 0 0 7 2.35 95 2006
"83" "Hawaii" 22 0 0 4 2.18 790 2003
"83" "Louisiana Tech" 25 0 0 17 2.68 145 2011
"83" "Minnesota" 24 0 0 6 2.25 915 2004
"83" "New Mexico" 20 0 0 4 2.2 154 2009
"83" "New Mexico" 24 0 0 5 2.21 166 2012
"83" "North Texas" 24 0 0 2 2.08 790 2003
"83" "Northern Illinois" 24 0 0 4 2.17 80 2005
"83" "Northern Illinois" 25 0 0 8 2.32 202 2010
"83" "Ohio" 21 0 0 4 2.19 154 2009
"83" "UTEP" 27 0 0 8 2.3 202 2010
"83" "Western Michigan" 23 0 0 1 2.04 113 2007
"83" "Wyoming" 25 0 0 4 2.16 154 2009
"84" "FIU" 29 0 0 19 2.66 155 2012
"84" "Fresno State" 17 0 0 4 2.24 138 2011
"84" "Georgia Tech" 14 0 0 10 2.71 885 2013
"84" "Indiana" 21 0 0 5 2.24 85 2006
"84" "Miami (OH)" 18 0 0 1 2.06 108 2008
"84" "Nevada" 20 0 0 2 2 112 2007
"84" "Temple" 21 0 0 7 2.33 885 2013
"85" "Connecticut" 22 0 0 4 2.18 80 2006
"85" "East Carolina" 22 0 0 2 2 705 2002
"85" "Eastern Michigan" 25 0 0 1 2.04 107 2007
"85" "Eastern Michigan" 25 0 0 1 2.04 107 2008
"85" "Hawaii" 18 0 0 6 2.33 149 2012
"85" "Hawaii" 19 0 0 4 2.21 77 2005
"85" "Memphis" 24 0 1 3 2.21 905 2004
"85" "Southern Miss" 25 0 0 15 2.6 135 2011
"85" "Temple" 30 0 0 1 2.03 905 2004
"85" "Tulane" 22 0 0 4 2.18 780 2003
"86" "Akron" 23 0 0 0 2 700 2002
"86" "Florida Atlantic" 22 0 0 3 2.14 870 2013
"86" "Louisiana-Monroe" 23 0 0 0 2 700 2002
"86" "Navy" 18 0 0 4 2.22 144 2012
"86" "New Mexico State" 21 0 0 8 2.38 179 2010
"86" "North Carolina State" 20 0 1 13 2.75 134 2011
"86" "North Texas" 27 0 0 8 2.3 100 2008
"86" "Ohio" 23 0 0 0 1.91 96 2007
"86" "San Diego State" 18 0 0 5 2.28 79 2006
"86" "Toledo" 20 0 1 1 2.15 150 2009
"86" "Tulsa" 22 0 1 2 2.18 775 2003
"86" "Utah State" 23 0 0 3 2.13 775 2003
"86" "UTEP" 30 0 0 3 2.1 75 2005
"87" "Arkansas State" 22 0 0 2 2.09 70 2005
"87" "Boston College" 15 0 0 8 2.53 855 2013
"87" "Central Michigan" 21 0 0 4 2.19 855 2013
"87" "Colorado State" 23 0 0 3 2.13 75 2006
"87" "Houston" 26 0 0 2 2.08 70 2005
"87" "Indiana" 26 0 0 5 2.12 900 2004
"87" "Iowa State" 21 0 0 16 2.76 140 2012
"87" "Kent State" 24 0 0 2 2.08 70 2005
"87" "Memphis" 31 0 0 2 2.06 70 2005
"87" "Mississippi State" 23 0 1 4 2.26 900 2004
"87" "Nevada" 28 0 0 3 1.96 75 2006
"87" "Northwestern" 17 0 0 15 2.88 126 2011
"87" "San Jose State" 18 0 1 2 2.11 146 2009
"87" "Toledo" 23 0 0 2 2.09 70 2005
"87" "Toledo" 23 0 0 3 2.13 75 2006
"87" "UNLV" 22 0 0 7 2.32 95 2007
"87" "UTEP" 29 0 0 3 2.1 75 2006
"87" "Vanderbilt" 24 0 0 2 2.08 70 2005
"87" "Washington State" 27 0 0 6 2.15 90 2008
"87" "Western Michigan" 25 0 0 2 2.08 70 2005
"87" "Wisconsin" 24 0 0 21 2.88 160 2010
"88" "Akron" 24 0 1 4 2.25 159 2010
"88" "Central Michigan" 16 0 0 1 1.94 92 2007
"88" "Connecticut" 20 0 0 5 2.25 770 2003
"88" "Eastern Michigan" 23 0 0 0 1.83 650 2002
"88" "Memphis" 19 0 0 6 2.32 87 2008
"88" "Miami (OH)" 25 0 0 3 2.12 143 2009
"88" "New Mexico" 18 0 0 4 2.22 650 2002
"88" "Rice" 19 0 0 13 2.68 122 2011
"88" "Toledo" 22 0 0 3 2.14 770 2003
"88" "Tulsa" 20 0 0 14 2.7 130 2012
"89" "Boise State" 19 0 0 5 2.26 82 2008
"89" "Cincinnati" 23 0 0 6 2.26 90 2007
"89" "Florida Atlantic" 26 0 0 2 2.08 131 2009
"89" "Houston" 28 0 0 6 2.14 90 2007
"89" "Louisiana Tech" 22 0 0 6 2.27 90 2007
"89" "Memphis" 29 0 0 6 2.21 840 2013
"89" "Southern Methodist" 22 0 0 13 2.59 125 2012
"89" "TCU" 21 0 1 6 2.38 893 2004
"89" "Temple" 30 0 0 6 2.13 90 2007
"89" "Tulsa" 23 0 0 12 2.52 120 2011
"89" "UTEP" 23 0 0 6 2.26 90 2007
"89" "Wake Forest" 20 0 0 6 2.3 90 2007
"89" "Washington State" 28 0 4 9 2.61 893 2004
"89" "Western Kentucky" 18 0 0 5 2.28 139 2010
"89" "Western Michigan" 26 0 0 2 2 131 2009
"89" "Wyoming" 21 0 0 6 2.29 90 2007
"9" "California" 24 1 9 12 3.38 1816 2005
"9" "Florida State" 30 2 13 8 3.33 2251 2008
"9" "Georgia" 21 1 11 8 3.57 2074 2004
"9" "Georgia" 23 0 12 10 3.48 1895 2007
"9" "Miami (FL)" 33 2 8 23 3.36 1975 2012
"9" "Mississippi State" 28 2 3 18 3.07 1799 2003
"9" "North Carolina" 29 1 13 10 3.34 2084 2009
"9" "Oklahoma" 28 1 13 14 3.54 2180 2006
"9" "Oregon" 23 2 9 12 3.57 2048 2011
"9" "Tennessee" 25 1 12 9 3.44 2048 2010
"9" "UCLA" 26 2 12 11 3.58 2213 2002
"90" "Colorado State" 25 0 0 4 2.16 80 2008
"90" "FIU" 24 0 0 4 2.17 80 2008
"90" "New Mexico" 22 0 0 4 2.18 80 2008
"90" "Ohio" 20 0 0 4 2.2 80 2008
"90" "Rice" 18 0 0 4 2.22 825 2013
"90" "South Florida" 20 0 0 1 2.05 645 2002
"90" "Southern Methodist" 28 0 0 4 2.14 80 2008
"90" "UCF" 17 0 0 13 2.76 116 2012
"90" "Utah" 19 0 0 7 2.37 760 2003
"90" "Vanderbilt" 21 0 0 4 2.19 80 2008
"90" "Washington State" 26 0 0 14 2.46 130 2010
"90" "Western Kentucky" 26 0 0 11 2.42 115 2011
"90" "Western Kentucky" 32 0 0 3 2.09 825 2013
"91" "Arkansas State" 21 0 0 1 2.05 65 2006
"91" "Bowling Green" 25 0 0 1 1.96 65 2006
"91" "FIU" 24 0 0 10 2.42 110 2011
"91" "Houston" 25 0 0 1 2.04 65 2006
"91" "Idaho" 20 0 0 1 2.05 65 2006
"91" "Louisiana-Lafayette" 21 0 0 1 2.05 65 2006
"91" "Louisiana-Monroe" 25 0 0 0 2 755 2003
"91" "Miami (OH)" 22 0 0 1 2.05 65 2006
"91" "New Mexico" 26 0 0 1 2.04 65 2006
"91" "Northern Illinois" 20 0 0 0 2 610 2002
"91" "Northern Illinois" 26 0 0 3 1.96 128 2009
"91" "Notre Dame" 16 0 2 8 2.75 885 2004
"91" "Rice" 24 0 0 11 2.46 115 2012
"91" "San Jose State" 28 0 0 1 2.04 65 2006
"91" "Texas State" 24 0 0 11 2.46 115 2012
"91" "Tulane" 24 0 0 1 2.04 65 2006
"91" "Tulane" 25 0 0 4 2.16 885 2004
"91" "Tulsa" 23 0 0 1 1.96 65 2006
"91" "UAB" 27 0 0 12 2.37 120 2010
"91" "UAB" 27 0 1 0 1.26 610 2002
"91" "Utah State" 22 0 0 1 1.95 65 2006
"91" "Wyoming" 22 0 0 1 1.95 65 2006
"92" "Cincinnati" 24 0 0 1 2.04 750 2003
"92" "East Carolina" 24 0 0 6 2.25 810 2013
"92" "Hawaii" 24 0 0 4 2.17 810 2013
"92" "Hawaii" 31 0 0 12 2.39 120 2009
"92" "Indiana" 25 0 0 11 2.44 115 2010
"92" "Kansas State" 25 0 0 12 2.48 120 2009
"92" "Navy" 27 0 0 2 2.08 810 2013
"92" "Nevada" 22 0 0 5 2.23 810 2013
"92" "UAB" 25 0 0 9 2.36 105 2011
"92" "Washington State" 22 0 0 12 2.55 120 2009
"93" "Florida Atlantic" 26 0 0 10 2.38 110 2012
"93" "Louisiana Tech" 29 0 0 1 2.03 880 2004
"93" "Middle Tennessee" 20 0 0 8 2.4 100 2011
"93" "Penn State" 11 0 4 6 3.27 744 2003
"93" "Purdue" 15 0 0 11 2.73 100 2011
"93" "Troy" 34 0 0 10 2.29 110 2010
"93" "Utah State" 19 0 0 0 2 575 2002
"94" "Central Michigan" 25 0 0 1 2.04 65 2005
"94" "Cincinnati" 24 0 0 1 2.04 65 2005
"94" "FIU" 19 0 0 10 2.53 107 2010
"94" "Kentucky" 16 0 1 1 2.19 555 2002
