coach,year,team,win,loss,tie,winPct,PF,PA,delta
J. Ray Morrison,1935,Vanderbilt,7,3,0,0.7,179,68,111
J. Ray Morrison,1936,Vanderbilt,3,5,1,0.38889,115,87,28
J. Ray Morrison,1937,Vanderbilt,7,2,0,0.77778,121,42,79
J. Ray Morrison,1938,Vanderbilt,6,3,0,0.66667,86,49,37
J. Ray Morrison,1939,Vanderbilt,2,7,1,0.25,96,165,-69
J. Ray Morrison,1940,Temple,4,4,1,0.5,155,113,42
J. Ray Morrison,1941,Temple,7,2,0,0.77778,176,146,30
J. Ray Morrison,1942,Temple,2,5,3,0.35,48,135,-87
J. Ray Morrison,1943,Temple,2,6,0,0.25,65,163,-98
J. Ray Morrison,1944,Temple,2,4,2,0.375,93,96,-3
J. Ray Morrison,1945,Temple,7,1,0,0.875,198,51,147
J. Ray Morrison,1946,Temple,2,4,2,0.375,61,114,-53
J. Ray Morrison,1947,Temple,3,6,0,0.33333,91,128,-37
J. Ray Morrison,1948,Temple,2,6,1,0.27778,95,182,-87
J. Thompson 'Tommy' Prothro,1955,Oregon State,6,3,0,0.66667,126,120,6
J. Thompson 'Tommy' Prothro,1956,Oregon State,7,3,1,0.68182,203,166,37
J. Thompson 'Tommy' Prothro,1957,Oregon State,8,2,0,0.8,203,129,74
J. Thompson 'Tommy' Prothro,1958,Oregon State,6,4,0,0.6,98,118,-20
J. Thompson 'Tommy' Prothro,1959,Oregon State,3,7,0,0.3,166,178,-12
J. Thompson 'Tommy' Prothro,1960,Oregon State,6,3,1,0.65,197,145,52
J. Thompson 'Tommy' Prothro,1961,Oregon State,5,5,0,0.5,165,137,28
J. Thompson 'Tommy' Prothro,1962,Oregon State,9,2,0,0.81818,279,148,131
J. Thompson 'Tommy' Prothro,1963,Oregon State,5,5,0,0.5,198,192,6
J. Thompson 'Tommy' Prothro,1964,Oregon State,8,3,0,0.72727,149,124,25
J. Thompson 'Tommy' Prothro,1965,UCLA,8,2,1,0.77273,257,168,89
J. Thompson 'Tommy' Prothro,1966,UCLA,9,1,0,0.9,281,127,154
J. Thompson 'Tommy' Prothro,1967,UCLA,7,2,1,0.75,284,161,123
J. Thompson 'Tommy' Prothro,1968,UCLA,3,7,0,0.3,197,246,-49
J. Thompson 'Tommy' Prothro,1969,UCLA,8,1,1,0.85,329,103,226
J. Thompson 'Tommy' Prothro,1970,UCLA,6,5,0,0.54545,274,240,34
J. White Guyn,1906,Kentucky,4,3,0,0.57143,110,67,43
J. White Guyn,1907,Kentucky,9,1,1,0.86364,181,42,139
J. White Guyn,1908,Kentucky,4,3,0,0.57143,87,81,6
J. Wilder Tasker,1921,Connecticut,3,2,3,0.5625,115,75,40
J. Wilder Tasker,1922,Connecticut,2,6,1,0.27778,77,108,-31
J. Wilder Tasker,1923,William & Mary,7,3,0,0.7,224,115,109
J. Wilder Tasker,1924,William & Mary,6,2,1,0.72222,170,61,109
J. Wilder Tasker,1925,William & Mary,7,4,0,0.63636,235,86,149
J. Wilder Tasker,1926,William & Mary,7,3,0,0.7,169,87,82
J. Wilder Tasker,1927,William & Mary,4,5,1,0.45,111,118,-7
J. Wilder Tasker,1931,Rutgers,4,3,1,0.5625,111,100,11
J. Wilder Tasker,1932,Rutgers,6,3,1,0.65,159,58,101
J. Wilder Tasker,1933,Rutgers,6,3,1,0.65,146,94,52
J. Wilder Tasker,1934,Rutgers,5,3,1,0.61111,184,68,116
J. Wilder Tasker,1935,Rutgers,4,5,0,0.44444,115,170,-55
J. Wilder Tasker,1936,Rutgers,1,6,1,0.1875,20,133,-113
J. Wilder Tasker,1937,Rutgers,5,4,0,0.55556,128,39,89
J. William 'Bill' Glassford,1946,New Hampshire,6,1,1,0.8125,161,45,116
J. William 'Bill' Glassford,1947,New Hampshire,8,1,0,0.88889,255,59,196
J. William 'Bill' Glassford,1948,New Hampshire,5,3,0,0.625,155,103,52
J. William 'Bill' Glassford,1949,Nebraska,4,5,0,0.44444,124,172,-48
J. William 'Bill' Glassford,1950,Nebraska,6,2,1,0.72222,267,217,50
J. William 'Bill' Glassford,1951,Nebraska,2,8,0,0.2,121,259,-138
J. William 'Bill' Glassford,1952,Nebraska,5,4,1,0.55,173,123,50
J. William 'Bill' Glassford,1953,Nebraska,3,6,1,0.35,119,184,-65
J. William 'Bill' Glassford,1954,Nebraska,6,5,0,0.54545,233,202,31
J. William 'Bill' Glassford,1955,Nebraska,5,5,0,0.5,127,176,-49
J. Winn,1923,Kentucky,4,3,2,0.55556,135,53,82
J.A. Church,1893,Oregon,1,0,0,1,44,2,42
J.A. Church,1894,Oregon,0,2,1,0.16667,0,28,-28
J.A. Pierce,1899,Tennessee,6,2,0,0.75,87,56,31
J.A. Pierce,1900,Tennessee,3,2,1,0.58333,67,51,16
J.A. Tomlinson,1945,Arkansas State,2,4,1,0.35714,51,95,-44
J.A. VanFleet,1923,Florida,6,1,2,0.77778,179,60,119
J.A. VanFleet,1924,Florida,6,2,2,0.7,211,44,167
J.B. Craig,1919,Arkansas,3,4,0,0.42857,55,164,-109
J.B. Hart,1902,Texas,6,3,1,0.65,87,40,47
J.B. Hildebrand,1896,Mississippi State,0,4,0,0,0,135,-135
J.C. Ewing,1902,Baylor,3,4,2,0.44444,71,89,-18
J.D. 'Swede' Alexander,1930,Lincoln Memorial (TN),4,6,0,0.4,58,230,-172
J.D. 'Swede' Alexander,1931,Lincoln Memorial (TN),4,7,1,0.375,83,278,-195
J.D. 'Swede' Alexander,1937,East Carolina,2,5,0,0.28571,65,78,-13
J.D. 'Swede' Alexander,1938,East Carolina,1,6,1,0.1875,40,127,-87
J.D. Brookhart,2004,Akron,6,5,0,0.54545,271,347,-76
J.D. Brookhart,2005,Akron,7,6,0,0.53846,307,318,-11
J.D. Brookhart,2006,Akron,5,7,0,0.41667,236,271,-35
J.D. Brookhart,2007,Akron,4,8,0,0.33333,254,350,-96
J.D. Brookhart,2008,Akron,5,7,0,0.41667,360,375,-15
J.D. Brookhart,2009,Akron,3,9,0,0.25,231,345,-114
J.D. DePree,1905,Tennessee,3,5,1,0.38889,162,151,11
J.D. DePree,1906,Tennessee,1,6,2,0.22222,15,127,-112
J.E. 'Jack' Ingersoll,1911,Colgate,3,6,0,0.33333,61,103,-42
J.E. 'Jack' Ingersoll,1916,Virginia Tech,7,2,0,0.77778,193,60,133
J.E. Addicott,1893,San Jose State,0,1,0,0,0,18,-18
J.E. Addicott,1895,San Jose State,0,0,1,0.5,6,6,0
J.E. Platt,1902,Texas A&M,7,0,2,0.88889,129,11,118
J.E. Platt,1903,Texas A&M,7,3,1,0.68182,90,59,31
J.E. Platt,1904,Texas A&M,4,2,0,0.66667,104,51,53
J.F. Frick,1896,Oregon,2,1,0,0.66667,20,20,0
J.G. Bannon,1894,Maryland,4,3,0,0.57143,106,76,30
J.H. Squires,1909,New Mexico State,1,3,1,0.3,19,91,-72
J.L. Arthur,1914,Western Kentucky,1,2,0,0.33333,24,81,-57
J.L. Arthur,1915,Western Kentucky,1,3,2,0.33333,20,111,-91
J.L. Arthur,1916,Western Kentucky,3,2,0,0.6,28,29,-1
J.L. White,1920,Wake Forest,2,7,0,0.22222,98,190,-92
J.L. White,1921,Wake Forest,2,8,0,0.2,66,222,-156
J.O. Christian,1934,Connecticut,1,7,0,0.125,19,108,-89
J.O. Christian,1935,Connecticut,2,4,1,0.35714,39,70,-31
J.O. Christian,1936,Connecticut,7,2,0,0.77778,203,48,155
J.O. Christian,1937,Connecticut,6,2,1,0.72222,187,64,123
J.O. Christian,1938,Connecticut,4,3,0,0.57143,90,56,34
J.O. Christian,1939,Connecticut,5,3,0,0.625,99,97,2
J.O. Christian,1940,Connecticut,4,4,0,0.5,67,89,-22
J.O. Christian,1941,Connecticut,2,6,0,0.25,58,82,-24
J.O. Christian,1942,Connecticut,6,2,0,0.75,141,81,60
J.O. Christian,1944,Connecticut,7,1,0,0.875,152,13,139
J.O. Christian,1945,Connecticut,7,1,0,0.875,265,43,222
J.O. Christian,1946,Connecticut,4,3,1,0.5625,120,69,51
J.O. Christian,1947,Connecticut,4,4,0,0.5,102,85,17
J.O. Christian,1948,Connecticut,3,5,0,0.375,172,147,25
J.O. Christian,1949,Connecticut,4,4,1,0.5,220,141,79
J.P. Linn,1895,Pittsburgh,1,6,0,0.14286,30,136,-106
J.R. Boone,1973,Fresno State,2,9,0,0.18182,148,286,-138
J.R. Boone,1974,Fresno State,5,7,0,0.41667,250,206,44
J.R. Boone,1975,Fresno State,3,8,0,0.27273,219,274,-55
J.R. Langley,1908,TCU,6,3,0,0.66667,155,63,92
J.R. Langley,1909,TCU,5,2,1,0.6875,95,33,62
J.S. Dodge,1900,Washington,1,2,2,0.4,27,71,-44
J.S. Williams,1892,Nebraska,1,0,0,1,6,0,6
J.T. King,1961,Texas Tech,4,6,0,0.4,94,201,-107
J.T. King,1962,Texas Tech,1,9,0,0.1,83,250,-167
J.T. King,1963,Texas Tech,5,5,0,0.5,147,178,-31
J.T. King,1964,Texas Tech,6,4,1,0.59091,166,120,46
J.T. King,1965,Texas Tech,8,3,0,0.72727,278,222,56
J.T. King,1966,Texas Tech,4,6,0,0.4,181,216,-35
J.T. King,1967,Texas Tech,6,4,0,0.6,217,165,52
J.T. King,1968,Texas Tech,5,3,2,0.6,255,241,14
J.T. King,1969,Texas Tech,5,5,0,0.5,212,240,-28
J.W. Knibbs,1905,California,4,1,2,0.71429,75,12,63
J.W. Pender,1913,North Texas,0,1,0,0,0,13,-13
J.W. Pender,1914,North Texas,3,3,0,0.5,56,87,-31
J.W. St. Clair,1915,North Texas,5,1,1,0.78571,160,6,154
J.W. St. Clair,1916,North Texas,4,3,1,0.5625,125,74,51
J.W. St. Clair,1917,North Texas,6,1,0,0.85714,146,42,104
J.W. St. Clair,1918,North Texas,1,2,1,0.375,39,58,-19
J.W. St. Clair,1919,North Texas,5,3,0,0.625,233,64,169
J.W.H. Pollard,1901,Lehigh,1,11,0,0.08333,26,278,-252
J.W.H. Pollard,1906,Alabama,5,1,0,0.83333,97,82,15
J.W.H. Pollard,1907,Alabama,5,1,2,0.75,70,64,6
J.W.H. Pollard,1908,Alabama,6,1,1,0.8125,108,31,77
J.W.H. Pollard,1909,Alabama,5,1,2,0.75,68,17,51
J.Y. Bragg,1905,Louisiana Tech,0,1,0,0,0,16,-16
"Jack Bicknell, Jr.",1999,Louisiana Tech,8,3,0,0.72727,389,306,83
"Jack Bicknell, Jr.",2000,Louisiana Tech,3,9,0,0.25,317,396,-79
"Jack Bicknell, Jr.",2001,Louisiana Tech,7,5,0,0.58333,406,390,16
"Jack Bicknell, Jr.",2002,Louisiana Tech,4,8,0,0.33333,320,426,-106
"Jack Bicknell, Jr.",2003,Louisiana Tech,5,7,0,0.41667,310,394,-84
"Jack Bicknell, Jr.",2004,Louisiana Tech,6,6,0,0.5,308,385,-77
"Jack Bicknell, Jr.",2005,Louisiana Tech,7,4,0,0.63636,316,281,35
"Jack Bicknell, Jr.",2006,Louisiana Tech,3,10,0,0.23077,242,542,-300
"Jack Bicknell, Sr.",1976,Maine,6,5,0,0.54545,171,190,-19
"Jack Bicknell, Sr.",1977,Maine,3,7,0,0.3,172,300,-128
"Jack Bicknell, Sr.",1978,Maine,3,7,1,0.31818,151,338,-187
"Jack Bicknell, Sr.",1979,Maine,2,9,0,0.18182,151,221,-70
"Jack Bicknell, Sr.",1980,Maine,4,7,0,0.36364,149,213,-64
"Jack Bicknell, Sr.",1981,Boston College,5,6,0,0.45455,243,298,-55
"Jack Bicknell, Sr.",1982,Boston College,8,3,1,0.70833,294,219,75
"Jack Bicknell, Sr.",1983,Boston College,9,3,0,0.75,351,190,161
"Jack Bicknell, Sr.",1984,Boston College,10,2,0,0.83333,449,296,153
"Jack Bicknell, Sr.",1985,Boston College,4,8,0,0.33333,222,307,-85
"Jack Bicknell, Sr.",1986,Boston College,9,3,0,0.75,338,233,105
"Jack Bicknell, Sr.",1987,Boston College,5,6,0,0.45455,244,281,-37
"Jack Bicknell, Sr.",1988,Boston College,3,8,0,0.27273,237,326,-89
"Jack Bicknell, Sr.",1989,Boston College,2,9,0,0.18182,207,253,-46
"Jack Bicknell, Sr.",1990,Boston College,4,7,0,0.36364,190,288,-98
Jack Boone,1952,East Carolina,6,3,2,0.63636,225,132,93
Jack Boone,1953,East Carolina,8,2,0,0.8,292,81,211
Jack Boone,1954,East Carolina,5,4,1,0.55,144,105,39
Jack Boone,1955,East Carolina,4,5,0,0.44444,93,103,-10
Jack Boone,1956,East Carolina,2,6,1,0.27778,99,245,-146
Jack Boone,1957,East Carolina,1,8,0,0.11111,73,218,-145
Jack Boone,1958,East Carolina,6,4,0,0.6,142,144,-2
Jack Boone,1959,East Carolina,5,6,0,0.45455,279,171,108
Jack Boone,1960,East Carolina,7,3,0,0.7,144,92,52
Jack Boone,1961,East Carolina,5,4,1,0.55,154,144,10
Jack C. Curtice,1940,West Texas A&M (TX),7,3,0,0.7,238,101,137
Jack C. Curtice,1941,West Texas A&M (TX),8,2,0,0.8,298,107,191
Jack C. Curtice,1946,UTEP,3,6,0,0.33333,136,150,-14
Jack C. Curtice,1947,UTEP,5,3,1,0.61111,159,79,80
Jack C. Curtice,1948,UTEP,8,2,1,0.77273,361,182,179
Jack C. Curtice,1949,UTEP,8,2,1,0.77273,292,113,179
Jack C. Curtice,1950,Utah,3,4,3,0.45,240,254,-14
Jack C. Curtice,1951,Utah,7,4,0,0.63636,236,247,-11
Jack C. Curtice,1952,Utah,6,3,1,0.65,188,128,60
Jack C. Curtice,1953,Utah,8,2,0,0.8,264,150,114
Jack C. Curtice,1954,Utah,4,7,0,0.36364,172,212,-40
Jack C. Curtice,1955,Utah,6,3,0,0.66667,182,136,46
Jack C. Curtice,1956,Utah,5,5,0,0.5,227,177,50
Jack C. Curtice,1957,Utah,6,4,0,0.6,262,136,126
Jack C. Curtice,1958,Stanford,2,8,0,0.2,93,226,-133
Jack C. Curtice,1959,Stanford,3,7,0,0.3,232,261,-29
Jack C. Curtice,1960,Stanford,0,10,0,0,111,254,-143
Jack C. Curtice,1961,Stanford,4,6,0,0.4,105,163,-58
Jack C. Curtice,1962,Stanford,5,5,0,0.5,124,174,-50
Jack C. Rowan,1958,Louisiana-Monroe,6,3,0,0.66667,189,163,26
Jack C. Rowan,1959,Louisiana-Monroe,2,8,0,0.2,116,216,-100
Jack C. Rowan,1960,Louisiana-Monroe,3,7,0,0.3,91,136,-45
Jack C. Rowan,1961,Louisiana-Monroe,3,7,0,0.3,145,171,-26
Jack C. Rowan,1962,Louisiana-Monroe,2,6,0,0.25,74,106,-32
Jack C. Rowan,1963,Louisiana-Monroe,4,6,0,0.4,113,141,-28
Jack C. Vowell,1922,UTEP,5,4,0,0.55556,157,108,49
Jack C. Vowell,1923,UTEP,3,4,0,0.42857,115,65,50
Jack Christiansen,1972,Stanford,6,5,0,0.54545,266,183,83
Jack Christiansen,1973,Stanford,7,4,0,0.63636,244,240,4
Jack Christiansen,1974,Stanford,5,4,2,0.54545,197,228,-31
Jack Christiansen,1975,Stanford,6,4,1,0.59091,322,279,43
Jack Christiansen,1976,Stanford,6,5,0,0.54545,239,284,-45
Jack Clayton,1948,Western Kentucky,5,4,0,0.55556,152,130,22
Jack Clayton,1949,Western Kentucky,5,4,0,0.55556,103,121,-18
Jack Clayton,1950,Western Kentucky,6,2,2,0.7,199,176,23
Jack Clayton,1951,Western Kentucky,4,5,0,0.44444,204,161,43
Jack Clayton,1952,Western Kentucky,9,1,0,0.9,336,119,217
Jack Clayton,1953,Western Kentucky,6,4,0,0.6,203,130,73
Jack Clayton,1954,Western Kentucky,7,3,0,0.7,171,125,46
Jack Clayton,1955,Western Kentucky,3,6,0,0.33333,119,140,-21
Jack Clayton,1956,Western Kentucky,5,4,0,0.55556,120,151,-31
Jack Clayton,1957,Northwestern State,7,2,0,0.77778,175,101,74
Jack Clayton,1958,Northwestern State,8,2,0,0.8,275,89,186
Jack Clayton,1959,Northwestern State,4,5,1,0.45,152,152,0
Jack Clayton,1960,Northwestern State,3,6,0,0.33333,82,91,-9
Jack Clayton,1961,Northwestern State,7,3,0,0.7,249,156,93
Jack Clayton,1962,Northwestern State,7,2,1,0.75,209,97,112
Jack Clayton,1963,Northwestern State,4,6,0,0.4,170,178,-8
Jack Clayton,1964,Northwestern State,4,5,0,0.44444,206,162,44
Jack Clayton,1965,Northwestern State,5,4,0,0.55556,171,189,-18
Jack Clayton,1966,Northwestern State,9,0,0,1,236,79,157
Jack Crowe,1977,West Alabama (AL),2,8,0,0.2,91,225,-134
Jack Crowe,1978,West Alabama (AL),3,7,0,0.3,128,238,-110
Jack Crowe,1990,Arkansas,3,8,0,0.27273,263,360,-97
Jack Crowe,1991,Arkansas,6,6,0,0.5,175,203,-28
Jack Crowe,1992,Arkansas,0,1,0,0,3,10,-7
Jack Crowe,2000,Jacksonville State,4,6,0,0.4,170,234,-64
Jack Crowe,2001,Jacksonville State,5,6,0,0.45455,349,305,44
Jack Crowe,2002,Jacksonville State,5,6,0,0.45455,229,298,-69
Jack Crowe,2003,Jacksonville State,8,4,0,0.66667,316,278,38
Jack Crowe,2004,Jacksonville State,9,2,0,0.81818,412,233,179
Jack Crowe,2005,Jacksonville State,6,5,0,0.54545,292,224,68
Jack Crowe,2006,Jacksonville State,6,5,0,0.54545,285,193,92
Jack Crowe,2007,Jacksonville State,6,5,0,0.54545,305,257,48
Jack Crowe,2008,Jacksonville State,8,3,0,0.72727,349,239,110
Jack Crowe,2009,Jacksonville State,8,3,0,0.72727,385,188,197
Jack Crowe,2010,Jacksonville State,9,3,0,0.75,386,300,86
Jack Crowe,2011,Jacksonville State,7,4,0,0.63636,324,295,29
Jack Dale,1931,Arkansas State,6,2,0,0.75,98,53,45
Jack Dale,1932,Arkansas State,3,4,0,0.42857,98,73,25
Jack Elway,1979,San Jose State,6,4,1,0.59091,327,301,26
Jack Elway,1980,San Jose State,7,4,0,0.63636,294,259,35
Jack Elway,1981,San Jose State,9,3,0,0.75,380,254,126
Jack Elway,1982,San Jose State,8,3,0,0.72727,331,199,132
Jack Elway,1983,San Jose State,5,6,0,0.45455,256,253,3
Jack Elway,1984,Stanford,5,6,0,0.45455,239,279,-40
Jack Elway,1985,Stanford,4,7,0,0.36364,245,313,-68
Jack Elway,1986,Stanford,8,4,0,0.66667,279,191,88
Jack Elway,1987,Stanford,5,6,0,0.45455,262,268,-6
Jack Elway,1988,Stanford,3,6,2,0.36364,238,216,22
Jack Forsythe,1906,Florida,5,3,0,0.625,84,60,24
Jack Forsythe,1907,Florida,4,1,1,0.75,53,10,43
Jack Forsythe,1908,Florida,5,2,1,0.6875,90,40,50
Jack Glascock,1915,Nevada,0,6,0,0,22,156,-134
Jack Glascock,1916,Nevada,3,5,0,0.375,142,160,-18
Jack Glascock,1917,Nevada,1,6,0,0.14286,57,327,-270
Jack Green,1963,Vanderbilt,1,7,2,0.2,73,146,-73
Jack Green,1964,Vanderbilt,3,6,1,0.35,79,122,-43
Jack Green,1965,Vanderbilt,2,7,1,0.25,85,180,-95
Jack Green,1966,Vanderbilt,1,9,0,0.1,72,237,-165
Jack Harbaugh,1982,Western Michigan,7,2,2,0.72727,186,78,108
Jack Harbaugh,1983,Western Michigan,6,5,0,0.54545,179,208,-29
Jack Harbaugh,1984,Western Michigan,5,6,0,0.45455,234,213,21
Jack Harbaugh,1985,Western Michigan,4,6,1,0.40909,182,212,-30
Jack Harbaugh,1986,Western Michigan,4,7,0,0.36364,183,257,-74
Jack Harbaugh,1989,Western Kentucky,6,5,0,0.54545,279,238,41
Jack Harbaugh,1990,Western Kentucky,2,8,0,0.2,159,234,-75
Jack Harbaugh,1991,Western Kentucky,3,8,0,0.27273,235,301,-66
Jack Harbaugh,1992,Western Kentucky,4,6,0,0.4,243,258,-15
Jack Harbaugh,1993,Western Kentucky,8,3,0,0.72727,310,228,82
Jack Harbaugh,1994,Western Kentucky,5,6,0,0.45455,255,291,-36
Jack Harbaugh,1995,Western Kentucky,2,8,0,0.2,229,341,-112
Jack Harbaugh,1996,Western Kentucky,7,4,0,0.63636,304,251,53
Jack Harbaugh,1997,Western Kentucky,10,2,0,0.83333,429,243,186
Jack Harbaugh,1998,Western Kentucky,7,4,0,0.63636,396,310,86
Jack Harbaugh,1999,Western Kentucky,6,5,0,0.54545,270,245,25
Jack Harbaugh,2000,Western Kentucky,11,2,0,0.84615,404,145,259
Jack Harbaugh,2001,Western Kentucky,8,4,0,0.66667,318,146,172
Jack Harbaugh,2002,Western Kentucky,12,3,0,0.8,432,246,186
Jack Harding,1937,Miami (FL),4,4,1,0.5,118,67,51
Jack Harding,1938,Miami (FL),8,2,0,0.8,219,52,167
Jack Harding,1939,Miami (FL),5,5,0,0.5,131,106,25
Jack Harding,1940,Miami (FL),3,7,0,0.3,131,197,-66
Jack Harding,1941,Miami (FL),8,2,0,0.8,162,54,108
Jack Harding,1942,Miami (FL),7,2,0,0.77778,195,60,135
Jack Harding,1945,Miami (FL),9,1,1,0.86364,211,99,112
Jack Harding,1946,Miami (FL),8,2,0,0.8,200,147,53
Jack Harding,1947,Miami (FL),2,7,1,0.25,80,140,-60
Jack Hegarty,1914,North Carolina State,3,3,1,0.5,119,53,66
Jack Hegarty,1915,North Carolina State,3,3,1,0.5,71,114,-43
Jack Henry,1960,Texas State,2,8,0,0.2,64,173,-109
Jack Hollenback,1910,Penn State,5,2,1,0.6875,243,24,219
Jack Leavenworth,1905,Alabama,6,4,0,0.6,178,113,65
Jack Lengyel,1971,Marshall,2,8,0,0.2,57,299,-242
Jack Lengyel,1972,Marshall,2,8,0,0.2,93,254,-161
Jack Lengyel,1973,Marshall,4,7,0,0.36364,212,288,-76
Jack Lengyel,1974,Marshall,1,10,0,0.09091,111,291,-180
Jack McGrath,1931,Louisville,0,8,0,0,50,251,-201
Jack Minds,1898,Minnesota,4,5,0,0.44444,92,73,19
Jack Mitchell,1953,Wichita St. (KS),4,4,1,0.5,172,110,62
Jack Mitchell,1954,Wichita St. (KS),9,1,0,0.9,325,86,239
Jack Mitchell,1955,Arkansas,5,4,1,0.55,126,114,12
Jack Mitchell,1956,Arkansas,6,4,0,0.6,160,155,5
Jack Mitchell,1957,Arkansas,6,4,0,0.6,187,134,53
Jack Mitchell,1958,Kansas,4,5,1,0.45,87,175,-88
Jack Mitchell,1959,Kansas,5,5,0,0.5,163,134,29
Jack Mitchell,1960,Kansas,5,4,1,0.55,219,89,130
Jack Mitchell,1961,Kansas,7,3,1,0.68182,269,88,181
Jack Mitchell,1962,Kansas,6,3,1,0.65,214,116,98
Jack Mitchell,1963,Kansas,5,5,0,0.5,207,122,85
Jack Mitchell,1964,Kansas,6,4,0,0.6,136,146,-10
Jack Mitchell,1965,Kansas,2,8,0,0.2,119,215,-96
Jack Mitchell,1966,Kansas,2,7,1,0.25,106,188,-82
Jack Morton,1956,Toledo,1,7,1,0.16667,118,250,-132
Jack Pardee,1987,Houston,4,6,1,0.40909,284,292,-8
Jack Pardee,1988,Houston,9,3,0,0.75,474,219,255
Jack Pardee,1989,Houston,9,2,0,0.81818,589,150,439
Jack Petoskey,1953,Western Michigan,1,6,1,0.1875,66,238,-172
Jack Petoskey,1954,Western Michigan,4,5,0,0.44444,136,186,-50
Jack Petoskey,1955,Western Michigan,1,7,1,0.16667,80,200,-120
Jack Petoskey,1956,Western Michigan,2,7,0,0.22222,114,168,-54
Jack Ryder,1892,Ohio State,5,3,0,0.625,260,144,116
Jack Ryder,1893,Ohio State,4,5,0,0.44444,196,178,18
Jack Ryder,1894,Ohio State,6,5,0,0.54545,168,114,54
Jack Ryder,1895,Ohio State,4,4,2,0.5,56,102,-46
Jack Ryder,1898,Ohio State,3,5,0,0.375,80,121,-41
Jack Sisco,1929,North Texas,4,3,2,0.55556,179,76,103
Jack Sisco,1930,North Texas,5,4,1,0.55,86,136,-50
Jack Sisco,1931,North Texas,8,3,0,0.72727,176,72,104
Jack Sisco,1932,North Texas,8,1,1,0.85,180,26,154
Jack Sisco,1933,North Texas,3,4,2,0.44444,49,50,-1
Jack Sisco,1934,North Texas,5,4,1,0.55,57,86,-29
Jack Sisco,1935,North Texas,5,3,1,0.61111,134,103,31
Jack Sisco,1936,North Texas,6,2,1,0.72222,120,38,82
Jack Sisco,1937,North Texas,4,4,2,0.5,74,83,-9
Jack Sisco,1938,North Texas,7,4,0,0.63636,184,92,92
Jack Sisco,1939,North Texas,6,1,0,0.85714,116,42,74
Jack Sisco,1940,North Texas,6,3,0,0.66667,199,79,120
Jack Sisco,1941,North Texas,7,1,0,0.875,165,77,88
Jackie Sherrill,1976,Washington State,3,8,0,0.27273,240,331,-91
Jackie Sherrill,1977,Pittsburgh,9,2,1,0.79167,428,134,294
Jackie Sherrill,1978,Pittsburgh,8,4,0,0.66667,263,187,76
Jackie Sherrill,1979,Pittsburgh,11,1,0,0.91667,291,116,175
Jackie Sherrill,1980,Pittsburgh,11,1,0,0.91667,380,130,250
Jackie Sherrill,1981,Pittsburgh,11,1,0,0.91667,385,160,225
Jackie Sherrill,1982,Texas A&M,5,6,0,0.45455,286,314,-28
Jackie Sherrill,1983,Texas A&M,5,5,1,0.5,218,174,44
Jackie Sherrill,1984,Texas A&M,6,5,0,0.54545,245,217,28
Jackie Sherrill,1985,Texas A&M,10,2,0,0.83333,375,196,179
Jackie Sherrill,1986,Texas A&M,9,3,0,0.75,372,215,157
Jackie Sherrill,1987,Texas A&M,10,2,0,0.83333,313,168,145
Jackie Sherrill,1988,Texas A&M,7,5,0,0.58333,293,253,40
Jackie Sherrill,1991,Mississippi State,7,5,0,0.58333,291,194,97
Jackie Sherrill,1992,Mississippi State,7,5,0,0.58333,252,197,55
Jackie Sherrill,1993,Mississippi State,4,5,2,0.45455,241,245,-4
Jackie Sherrill,1994,Mississippi State,8,4,0,0.66667,373,262,111
Jackie Sherrill,1995,Mississippi State,3,8,0,0.27273,261,357,-96
Jackie Sherrill,1996,Mississippi State,5,6,0,0.45455,249,229,20
Jackie Sherrill,1997,Mississippi State,7,4,0,0.63636,226,215,11
Jackie Sherrill,1998,Mississippi State,8,5,0,0.61538,350,256,94
Jackie Sherrill,1999,Mississippi State,10,2,0,0.83333,255,156,99
Jackie Sherrill,2000,Mississippi State,8,4,0,0.66667,390,306,84
Jackie Sherrill,2001,Mississippi State,3,8,0,0.27273,196,288,-92
Jackie Sherrill,2002,Mississippi State,3,9,0,0.25,227,339,-112
Jackie Sherrill,2003,Mississippi State,2,10,0,0.16667,225,471,-246
Jake Lawlor,1952,Nevada,2,3,0,0.4,111,126,-15
Jake Lawlor,1953,Nevada,2,3,0,0.4,87,116,-29
Jake Lawlor,1954,Nevada,2,5,0,0.28571,81,181,-100
James 'Boots' Donnelly,1977,Austin Peay,8,3,0,0.72727,182,132,50
James 'Boots' Donnelly,1978,Austin Peay,6,4,0,0.6,151,143,8
James 'Boots' Donnelly,1979,Middle Tennessee State,1,9,0,0.1,137,333,-196
James 'Boots' Donnelly,1980,Middle Tennessee State,2,8,0,0.2,85,224,-139
James 'Boots' Donnelly,1981,Middle Tennessee State,6,5,0,0.54545,158,173,-15
James 'Boots' Donnelly,1982,Middle Tennessee State,8,3,0,0.72727,231,110,121
James 'Boots' Donnelly,1983,Middle Tennessee State,8,2,0,0.8,296,111,185
James 'Boots' Donnelly,1984,Middle Tennessee State,11,3,0,0.78571,374,220,154
James 'Boots' Donnelly,1985,Middle Tennessee State,11,1,0,0.91667,388,173,215
James 'Boots' Donnelly,1986,Middle Tennessee State,6,5,0,0.54545,254,155,99
James 'Boots' Donnelly,1987,Middle Tennessee State,6,5,0,0.54545,248,160,88
James 'Boots' Donnelly,1988,Middle Tennessee State,7,4,0,0.63636,294,115,179
